Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
French Polynesia,PYF,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.434,81.695,81.935,82.151,82.339,82.555,82.774,82.985,83.195,82.459,79.571,83.859,84.07,..,..
French Polynesia,PYF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,14784.3483551883,14619.7181445113,14497.9921216902,14853.6712460355,14306.4340768252,13997.7352841911,14796.6286374171,15432.0430535353,15949.6373739622,14477.1308291744,18523.5798032193,19992.5570643468,20755.665381766,21510.1725307344,..
Gabon,GAB,Gini index,SI.POV.GINI,..,..,..,..,..,..,38,..,..,..,..,..,..,..,..
Gabon,GAB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.102,65.438,65.751,66.07,66.336,66.583,66.816,67.043,67.337,67.073,67.072,67.713,68.337,..,..
Gabon,GAB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,378.141707500418,353.939708698363,411.868815573177,376.216307948158,380.1839701867,435.006438618584,411.455794024276,423.610713909973,441.545166637632,498.031657408572,517.278606096818,577.959197360424,672.982835286249,..,..
"Gambia, The",GMB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2064.253852883,2064.81438121612,2006.74081646788,1933.70329718446,1990.31625750973,2012.67648180251,2038.95429850128,2277.44236224191,2421.72318070615,2530.80414937307,2777.79620978324,3067.31040374628,3289.13283057107,3475.61245701341,..
"Gambia, The",GMB,Gini index,SI.POV.GINI,..,..,..,..,35.9,..,..,..,..,38.8,..,..,..,..,..
"Gambia, The",GMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.561,61.9,62.252,62.576,62.971,63.386,63.708,64.034,64.427,64.418,63.847,64.859,65.86,..,..
"Gambia, The",GMB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,90.2017962812089,88.1406013743081,78.5394546987176,59.0232181017385,63.2149503666416,64.3098295926833,68.3963876541443,72.5370024057233,76.171854164051,101.596024903845,103.97886166509,108.489882232422,94.1328682072811,..,..
Georgia,GEO,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8563.83554915647,10059.9820603954,10797.3423273476,11770.6989360253,12269.6528932768,13065.294157468,13718.9378669764,15021.9057577433,16770.1333771469,16791.2598654465,18915.6534005263,22461.3326414547,25071.9677264107,28285.0732802982,..
Georgia,GEO,Gini index,SI.POV.GINI,39.6,39,38.6,37.6,36.5,36.6,37.9,36.4,35.9,34.5,34.2,33.5,34.8,33.9,..
Georgia,GEO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.485,72.672,73.025,73.105,73.241,73.136,73.435,73.985,74.165,73.509,71.635,74.141,74.496,..,..
Georgia,GEO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,655.431030154597,776.949362323195,843.653328927762,957.352844721212,1043.96680383389,1165.1821085307,1173.32799010833,1144.00984996743,1201.65520322936,1520.02829376448,1951.38810169459,1823.33926731503,1679.03595330401,..,..
Germany,DEU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,43398.3443992496,44229.3941921739,45889.0173022052,47938.7968210418,48545.400721962,51569.9016841199,54110.2536648812,56273.0405627017,59270.7276496985,58685.872699771,62530.7653199239,69048.9884036885,71684.0311875583,73551.9347696836,..
Germany,DEU,Gini index,SI.POV.GINI,30.6,31.1,31.5,30.8,31.7,31.4,31.3,31.9,31.8,32.4,..,..,..,..,..
Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.4365853658537,80.5390243902439,80.490243902439,81.090243902439,80.6414634146341,80.990243902439,80.9926829268293,80.8926829268293,81.2926829268293,81.0414634146342,80.790243902439,80.6080487804878,80.5414634146342,..,..
Germany,DEU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4568.9818932936,4691.1802075729,4937.41555772026,5175.88810181711,5336.07266430052,5669.81797337735,5989.48359744699,6302.0914218044,6779.50798127688,7316.32816815478,7960.36294984594,8469.65110778887,8306.1829027705,8825.61480783196,..
Ghana,GHA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4381.12535523694,4933.65254349093,5214.56935848794,5517.13178763566,5191.37053389659,5011.07931572904,5170.96094857439,5536.49795400218,6002.55044678386,6047.30111673554,6607.50297378321,7208.15798982723,7556.41605453234,8019.99702389611,..
Ghana,GHA,Gini index,SI.POV.GINI,..,42.4,..,..,..,43.5,..,..,..,..,..,..,..,..,..
Ghana,GHA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.617,61.995,62.397,62.832,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246,65.498,..,..
Ghana,GHA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,200.028209582754,196.590909302413,239.46709599097,221.592380542738,235.842765374433,169.893855002895,138.988713329788,134.537385964198,195.353140757807,268.087371011461,255.070037065977,264.902535762593,234.462562664913,..,..
Gibraltar,GIB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gibraltar,GIB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.333,82.527,82.586,82.644,82.668,82.741,82.858,83.028,83.183,83.07,80.274,83.517,83.553,..,..
Gibraltar,GIB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,25692.5740851321,24582.9741957507,25730.8809006664,26450.181326726,26607.7256796976,27504.5497984948,28681.6815585005,29792.0592519585,31927.3792151369,29533.087740299,33531.15511226,39612.4406377916,42710.5058010314,44327.2097808276,..
Greece,GRC,Gini index,SI.POV.GINI,34.8,36.3,36.1,35.8,36,35,34.4,32.9,33.1,33.6,32.9,33.4,33.4,..,..
Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7317073170732,80.6341463414634,81.2853658536585,81.3853658536585,81.0365853658537,81.3878048780488,81.2878048780488,81.7878048780488,81.6390243902439,81.2878048780488,80.0829268292683,80.7878048780488,81.5365853658537,..,..
Greece,GRC,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2356.13704003894,2214.80578135123,2185.09122753109,2094.47930521958,2192.77755589205,2322.72643625741,2324.13013595224,2403.16238251319,2590.84666689567,2765.26291140401,2997.4295673009,3285.43322173474,3453.89441532691,..,..
Greenland,GRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,50653.0585916924,52389.325351824,52893.6503558212,56555.0690671219,55815.6502883612,58908.5907729314,60010.0982907298,61806.8271308174,64264.0564607393,64999.4435683064,69302.0088788237,75720.4298219323,78840.5978395988,..,..
Greenland,GRL,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2648780487805,70.5463414634146,70.8385365853659,71.0609756097561,71.4790243902439,71.8385365853659,71.9321951219512,71.9675609756098,71.9443902439024,71.8507317073171,71.8139024390244,71.5404878048781,71.549756097561,..,..
Greenland,GRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10591.7475649916,10575.1056268616,11199.4040197944,12228.6481055395,13214.4096644941,13977.5055879135,15041.4525712067,15974.8591933124,16446.1138871871,14361.1267154452,15290.250903138,17543.9815596266,18970.740164653,20177.8094927386,..
Grenada,GRD,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,43.8,..,..,..,..,..,..,..
Grenada,GRD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.861,74.961,75.022,75.045,75.037,75.01,74.977,74.957,74.971,75.019,74.522,75.151,75.205,..,..
Grenada,GRD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,614.661574085707,615.814464929101,630.118351090137,583.731923542959,614.059677543711,620.382388588855,700.401365654143,732.340982581326,811.00021791222,761.948220655029,807.805616158707,882.157619032148,880.317032463419,..,..
Guam,GUM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.153,76.237,76.361,76.423,76.444,76.449,76.463,76.561,76.645,75.529,75.434,77.102,77.209,..,..
Guam,GUM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,6784.44712953621,7258.31667467883,7699.94541247252,8236.65929901849,8934.00261178396,9201.42836046353,9560.17783462724,9946.80252245268,10755.8801029589,10947.3711292197,11825.141273764,13014.0153809826,13745.3631241794,14368.6605681815,..
Guatemala,GTM,Gini index,SI.POV.GINI,..,..,..,48.3,..,..,..,..,..,..,..,..,45.2,..,..
Guatemala,GTM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.321,70.722,70.878,70.942,70.915,71.215,71.583,71.496,71.639,69.971,67.858,71.206,72.602,..,..
Guatemala,GTM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,409.439636459184,443.56341057234,444.43226133535,485.020915257109,536.578179396124,558.534545722638,586.57727669318,607.414140436215,664.114468722869,707.10791895166,870.20903250716,933.220930647363,935.351381407763,..,..
Guinea,GIN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1705.27110438049,1789.97473033561,1842.00227737409,1873.21413058957,1929.68091332187,2255.32617992615,2687.09504827171,2844.46427670549,3105.82789015443,3331.85663003801,3738.8051255133,4062.36136437922,4333.74617312626,4565.3007888456,..
Guinea,GIN,Gini index,SI.POV.GINI,..,33.7,..,..,..,..,..,29.6,..,..,..,..,..,..,..
Guinea,GIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,56.778,57.117,57.459,57.581,57.899,58.49,58.715,59.043,59.379,59.35,59.373,60.432,60.74,..,..
Guinea,GIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,64.6226085993129,60.6597939264606,63.7532969974522,89.689342119248,112.098887155299,121.718814610044,105.203248892811,106.338307620256,126.989916621133,129.973956328829,138.992755292568,155.70642215742,168.743604817928,..,..
Guinea-Bissau,GNB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1471.76279879072,1401.84994044148,1415.82511935379,1455.90813665193,1729.94260310123,1824.3730977071,2081.81287227685,2057.96969129146,2247.31303739185,2339.79326967821,2522.76764302521,2788.83773937954,2989.67235980477,3119.37157047437,..
Guinea-Bissau,GNB,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,34.8,..,..,33.4,..,..,..,..
Guinea-Bissau,GNB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.663,58.27,58.879,59.476,60.071,60.619,61.148,61.652,62.161,61.343,61.653,63.605,64.085,..,..
Guinea-Bissau,GNB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,91.4899276272163,83.288805294649,99.666090877735,145.138975613697,140.683848350167,151.948614137345,145.737250738822,149.85417712923,149.55163459338,187.555560184798,191.12208234784,214.066922128326,247.126691222918,..,..
Guyana,GUY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,10066.0729753598,10626.8256674463,11199.8874744089,11145.0291198724,11408.473901349,11516.3798289577,12243.2225968541,12442.5087185876,13240.9713761155,16819.4228714695,22865.9270968882,39710.9695607531,54729.0365156366,80155.03939277,..
Guyana,GUY,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.469,66.443,66.71,67.334,67.719,68.069,68.543,68.829,69.067,67.751,64.323,69.888,70.18,..,..
Guyana,GUY,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,378.684509028527,394.062331801824,425.854496589513,439.956602087944,458.922703832091,462.776657858581,528.798863110039,610.296102770992,649.24653075756,904.061255315997,1061.72556767347,1002.52874685859,1331.13608960325,..,..
Haiti,HTI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,2858.19645979435,2830.19080559709,3042.4970687871,3075.73843837062,3025.83461728258,3253.47178641614,3339.38884653446,3196.97386370614,3236.97492504607,3103.18066312462,3145.00681057269,3275.40718126345,3291.73817887066,3193.67136419915,..
Haiti,HTI,Gini index,SI.POV.GINI,..,41.1,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.581,62.273,62.624,62.969,63.224,63.325,63.832,64.077,64.328,63.773,62.613,63.948,64.936,..,..
Haiti,HTI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,168.97594321239,157.489333218941,124.901867518483,138.964484335107,153.396223389899,155.507005800786,127.074180013647,138.427887482294,124.659399050747,117.502549632813,112.509444536343,104.72440404452,104.722015033974,..,..
Honduras,HND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,3900.71136173338,4016.34609101801,4137.3268237781,4460.05742833175,4845.59566521125,5186.15897417161,5620.65455247733,5633.3832384519,5784.93081057111,5384.69831983038,6202.98078812037,6805.49358294554,7178.33906781522,7486.01869616445,..
Honduras,HND,Gini index,SI.POV.GINI,52.6,53.4,50,49.9,49.2,49.8,49.4,48.9,48.2,..,..,..,46.8,45.7,..
Honduras,HND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.116,70.46,70.765,71.032,71.323,71.615,71.805,72.001,72.124,70.864,69.492,72.715,72.884,..,..
Honduras,HND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,342.945680672281,347.677540075403,350.73036958709,352.994204629229,362.634075316857,399.824176491681,393.821808545124,407.192635956151,424.797092392537,496.422133664175,575.209847676817,554.955789054424,553.468796775363,..,..
"Hong Kong SAR, China",HKG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,52277.4664432843,52149.6812694206,53517.419549888,54514.9268059819,56043.042695697,56761.4824132224,59260.9131761938,60900.2752924537,61221.4195400701,58187.4764072535,65884.9376260603,68602.1257900473,71512.3193551161,75195.9865970615,..
"Hong Kong SAR, China",HKG,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hong Kong SAR, China",HKG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.4119512195122,83.450243902439,83.8312195121951,83.9356097560976,84.2526829268293,84.2114634146342,84.6956097560976,84.869756097561,85.1558536585366,85.4963414634146,85.5326829268293,83.6609756097561,85.2473170731707,..,..
"Hong Kong SAR, China",HKG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Hungary,HUN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,22992.2184657584,23205.310668404,24591.6380503055,25796.2100959256,26937.7320818864,28178.9450366919,29728.0121568801,32258.2577892511,35627.2315520858,35583.5855675637,38887.1909527154,44365.9108128343,46592.3856070073,48552.4708092529,..
Hungary,HUN,Gini index,SI.POV.GINI,29.2,30.8,31.5,30.9,30.4,30.3,30.6,..,..,..,..,..,..,..,..
Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8585365853659,75.0634146341463,75.5658536585366,75.7634146341463,75.5682926829269,76.0634146341464,75.8170731707317,76.0658536585366,76.3195121951219,75.419512195122,74.0658536585366,75.8682926829268,76.7707317073171,..,..
Hungary,HUN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1720.48940156809,1722.25780362074,1775.51320251606,1813.38119715102,1842.37776890944,1959.38089676645,1999.00851890888,2112.94481327715,2224.3043121549,2567.84275496456,2846.40466680251,2924.05454531337,2875.2067856772,..,..
Iceland,ISL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,40936.867830513,42004.4476110597,44409.6689530904,45996.9687476901,49201.0640964553,53480.3971946764,55638.4920591794,57197.7676247175,60523.8179440825,55796.7454667632,61610.2132740715,75332.8528345867,81608.4479116436,84256.8454573112,..
Iceland,ISL,Gini index,SI.POV.GINI,26.8,26.8,25.4,27.8,26.8,27.2,26.1,26.6,26.8,..,..,..,..,..,..
Iceland,ISL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.3585365853659,82.9170731707317,82.0609756097561,82.8609756097561,82.4682926829268,82.2048780487805,82.6609756097561,82.8609756097561,83.1634146341463,83.0634146341463,83.1658536585366,82.119512195122,82.6073170731707,..,..
Iceland,ISL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,3378.03135479896,3456.00736922067,3651.99675324922,3811.87922288366,4000.06947783979,4359.94793060117,4629.7469996541,4824.62936981898,5227.25675080911,5381.65984236567,5986.98200041781,6697.05207993601,6618.18885116989,6926.88414378239,..
India,IND,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,4454.70153200513,4819.64288218731,5014.3505659078,5191.59149903249,5425.03599091046,5800.48149366552,6144.71714444938,6714.96639877754,7150.92423452926,6966.27542785911,8050.01857452664,9207.12743040145,10323.4998734428,11159.9856476091,..
India,IND,Gini index,SI.POV.GINI,28.8,..,..,..,..,..,..,..,..,..,..,25.5,..,..,..
India,IND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698,72.003,..,..
India,IND,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,144.61488083058,160.462876997063,188.010131680041,187.913074244445,195.065786039975,203.266515244254,180.407423467841,191.946915727321,211.166615797198,232.775420308436,269.418794651553,310.204676194147,346.246240799183,..,..
Indonesia,IDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8936.99215549454,9530.29071136718,9866.01699250847,10064.677127417,10027.5372996025,10262.5951651871,10687.6409218443,11372.0971987612,11986.4701508376,11729.3674458448,12757.0746440204,14284.929293133,15415.7079259527,16448.2755179559,..
Indonesia,IDN,Gini index,SI.POV.GINI,37.9,37.1,38.9,38.8,38.2,36.9,36.4,36.3,35.4,35.3,35.5,35.5,36.1,34.9,..
Indonesia,IDN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.629,68.862,69.064,69.292,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925,71.146,..,..
Indonesia,IDN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,267.164669784463,277.738478849921,283.090364901469,298.350836609965,293.233792506128,310.081437615651,310.387468170017,326.103776326436,345.046001576198,401.223289913644,472.82176279231,384.829452244938,416.590667674711,..,..
"Iran, Islamic Rep.",IRN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,19275.4376880063,17021.3716792921,16215.2119014642,16065.158186028,14273.5499061586,15194.7855803519,15719.416701551,15324.0674634637,13927.5128074328,15119.3058859964,15884.4276775963,17545.6246629429,18917.0914723132,19873.8860853805,..
"Iran, Islamic Rep.",IRN,Gini index,SI.POV.GINI,34.7,34.4,34,34.8,35.3,35.9,36.7,37.4,36.5,35.8,35.5,34.8,35.9,..,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.721,75.039,75.349,75.635,75.907,76.155,76.396,76.621,76.855,74.141,73.752,76.799,77.654,..,..
"Iran, Islamic Rep.",IRN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1127.31973113408,999.486134484079,892.215673040316,1050.12262271797,1147.52076688832,1137.13457356271,1163.12432794892,984.711822271363,832.175810194026,700.010304525198,726.492590719466,924.354271846296,1064.08202686918,..,..
Iraq,IRQ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,12912.0299790146,14402.0340893955,14668.5432764995,13168.245587417,9334.46604866315,9079.13531769496,10191.6616988639,12034.4011214944,12248.5917385964,10573.9304750715,12731.7535755129,14391.1292349806,14652.5212399212,14464.3186928173,..
Iraq,IRQ,Gini index,SI.POV.GINI,..,29.5,..,..,..,..,..,..,..,..,..,..,29.8,..,..
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.435,68.827,69.047,69.679,69.977,68.683,69.788,71.116,71.245,69.651,70.704,72.037,72.324,..,..
Iraq,IRQ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,361.94533788855,387.9416074278,411.993099959292,377.134586230551,313.40838756544,419.046763966849,422.367697072078,496.296129003672,522.044020300671,610.559298367694,657.955063777477,624.695412367019,842.794539580691,..,..
Ireland,IRL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,45525.7181239042,46726.2157665366,48838.7719825525,52640.7843918553,71588.2656638378,73012.8198720374,80450.3529336506,86299.3420216976,92022.59879983,97799.9225748607,116903.61243517,138522.517800204,129682.607150517,133437.470117019,..
Ireland,IRL,Gini index,SI.POV.GINI,32.9,33.2,33.5,31.9,31.8,32.8,31.4,30.6,30.3,29.2,29.4,29.9,29,..,..
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.7463414634146,80.8463414634146,80.9487804878049,81.3487804878049,81.4536585365854,81.6536585365854,82.1560975609756,82.2048780487805,82.7024390243903,82.4560975609756,82.2536585365854,82.509756097561,82.8609756097561,..,..
Ireland,IRL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,4784.74567499443,4905.34354590715,4915.06185279838,4879.99151887754,5094.93823964345,5399.14658879521,5597.70178501849,5873.42099364369,6135.1734958403,6856.75098123414,7594.85025637471,8287.65290855729,8269.12496451516,8772.47310002337,..
Isle of Man,IMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.836,80.007,80.12,80.199,80.267,80.391,80.506,80.614,80.74,80.591,80.42,80.956,80.999,..,..
Isle of Man,IMN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,31313.9334997029,32483.7421872738,34827.3647351146,34816.2422460071,35870.7927156301,38189.1610278241,39470.8681262164,40189.9909957069,41325.1783656756,40955.2856179152,46162.0822730247,53619.0680995095,55171.2318814321,57235.7763244136,..
Israel,ISR,Gini index,SI.POV.GINI,41.4,41.3,39.9,39.8,39.7,39,38.2,38.6,38.3,37.8,37.9,..,..,..,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,82.5512195121951,82.8024390243903,82.8048780487805,82.6487804878049,82.5,82.7,83.1951219512195,..,..
Israel,ISR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2215.29927023316,2344.71563857451,2514.02722792017,2546.28025702747,2620.64548850889,2822.07615001507,2949.81977416572,3035.32613663784,3114.74855373886,3322.78131299576,3792.33232052988,4004.16495251062,4033.24498180961,..,..
Italy,ITA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36392.2827759493,36281.1014243506,36459.2950248716,36665.68576775,37384.3796455406,40482.562999856,42142.3435406885,43386.7005868803,46661.9105159611,44435.6434393527,49825.3934111848,57260.8945372493,60029.871712398,62014.2675153689,..
Italy,ITA,Gini index,SI.POV.GINI,35.1,35.2,34.9,34.7,35.4,35.2,35.9,35.2,34.6,35.2,34.8,33.7,34.3,..,..
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,83.2439024390244,82.9463414634147,83.3463414634146,83.4975609756098,82.1951219512195,82.6463414634146,82.7,83.7,..,..
Italy,ITA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,3180.65463038583,3196.70631417087,3206.50989435863,3246.90579677636,3304.28620719502,3527.4122693418,3658.49323847264,3768.18979798478,4014.20880137632,4235.52022871812,4616.57168645756,4976.63623742872,4865.97795528379,4992.80267729202,..
Jamaica,JAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,8809.36100077931,8830.6507947905,9101.41496692481,9209.58586596513,9476.14929465037,9948.0414677444,10466.4876782146,10752.7406650924,10845.0113635875,9764.3525879784,10430.6909771759,11887.770369423,12650.9052955938,12890.2660051472,..
Jamaica,JAM,Gini index,SI.POV.GINI,..,..,..,..,..,..,..,35.3,..,..,39.9,..,..,..,..
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.245,72.405,72.435,72.357,72.214,72.052,71.879,71.606,71.532,71.452,69.085,71.481,71.479,..,..
Jamaica,JAM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,544.901656753549,517.98645889833,542.370416273798,549.00914415942,594.375336798722,619.42826391912,685.918954338955,686.297073863773,702.766909108247,672.13910717131,766.423897436502,933.711988629483,868.617475019533,..,..
Japan,JPN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,36214.4397740241,37605.9742614539,39402.0250988025,39555.4120089198,40898.80697396,40596.9686628995,41444.2157443912,42141.9352987758,42678.1511448354,42425.6946789651,44355.3487163354,47192.0500603372,50661.7663463109,52039.1716551611,..
Japan,JPN,Gini index,SI.POV.GINI,33,32.5,31.5,31.3,30.7,31.8,31.8,32.9,33,32.3,..,..,..,..,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,84.099756097561,84.2109756097561,84.3563414634146,84.56,84.4456097560976,83.9963414634146,84.0412195121951,..,..
Japan,JPN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,3790.28761643492,4003.80479205547,4196.74867143611,4236.89480951135,4392.67629747452,4324.3399171434,4413.18629236203,4522.3413919771,4679.33218824469,4855.9607582898,5358.70264015009,5845.99179540408,5365.0750064152,..,..
